Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_search,Chrome 114.0.0.0,,,2023-07-04 10:21:21,2023-07-04 10:22:48,1m - 27.615s,PASSED
,,,,,,,
Test Cases/Common/Login,Chrome 114.0.0.0,,,2023-07-04 10:21:21,2023-07-04 10:21:58,36.633s,PASSED
"openBrowser(""https://www.amazon.in/"")",Chrome 114.0.0.0,,,2023-07-04 10:21:22,2023-07-04 10:21:32,9.880s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-04 10:21:32,2023-07-04 10:21:32,0.351s,PASSED
delay(4),Chrome 114.0.0.0,,,2023-07-04 10:21:32,2023-07-04 10:21:36,4.044s,PASSED
"click(findTestObject(""Object Repository/Common/lnk_Sign""))",Chrome 114.0.0.0,,,2023-07-04 10:21:36,2023-07-04 10:21:38,1.885s,PASSED
delay(2),Chrome 114.0.0.0,,,2023-07-04 10:21:38,2023-07-04 10:21:40,2.007s,PASSED
"setText(findTestObject(""Object Repository/Common/txt_UserName""), ""preethijeffy@gmail.com"")",Chrome 114.0.0.0,,,2023-07-04 10:21:40,2023-07-04 10:21:41,0.898s,PASSED
delay(1),Chrome 114.0.0.0,,,2023-07-04 10:21:41,2023-07-04 10:21:42,1.003s,PASSED
"click(findTestObject(""Object Repository/Common/btn_continue""))",Chrome 114.0.0.0,,,2023-07-04 10:21:42,2023-07-04 10:21:44,1.713s,PASSED
delay(4),Chrome 114.0.0.0,,,2023-07-04 10:21:44,2023-07-04 10:21:48,4.005s,PASSED
"setText(findTestObject(""Object Repository/Common/txt_Password""), ""jesuslord1221*"")",Chrome 114.0.0.0,,,2023-07-04 10:21:48,2023-07-04 10:21:48,0.797s,PASSED
delay(2),Chrome 114.0.0.0,,,2023-07-04 10:21:48,2023-07-04 10:21:50,2.004s,PASSED
"takeElementScreenshotAsCheckpoint(""test1"", findTestObject(""Common/btn_Login""))",Chrome 114.0.0.0,,,2023-07-04 10:21:50,2023-07-04 10:21:51,0.872s,PASSED
"click(findTestObject(""Object Repository/Common/btn_Login""))",Chrome 114.0.0.0,,,2023-07-04 10:21:51,2023-07-04 10:21:52,0.480s,PASSED
delay(6),Chrome 114.0.0.0,,,2023-07-04 10:21:52,2023-07-04 10:21:58,6.004s,PASSED
,,,,,,,
Test Cases/Shopping/Search_Item,Chrome 114.0.0.0,,,2023-07-04 10:21:58,2023-07-04 10:22:31,33.315s,PASSED
delay(2),Chrome 114.0.0.0,,,2023-07-04 10:21:59,2023-07-04 10:22:01,2.006s,PASSED
"click(findTestObject(""Object Repository/Search/txt_Search""))",Chrome 114.0.0.0,,,2023-07-04 10:22:01,2023-07-04 10:22:01,0.715s,PASSED
delay(2),Chrome 114.0.0.0,,,2023-07-04 10:22:01,2023-07-04 10:22:03,2.007s,PASSED
"setText(findTestObject(""Object Repository/Search/txt_Search""), ""black water bottle"")",Chrome 114.0.0.0,,,2023-07-04 10:22:03,2023-07-04 10:22:05,1.170s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-04 10:22:05,2023-07-04 10:22:08,3.006s,PASSED
"sendKeys(findTestObject(""Object Repository/Search/txt_Search""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-04 10:22:08,2023-07-04 10:22:15,7.419s,PASSED
delay(2),Chrome 114.0.0.0,,,2023-07-04 10:22:15,2023-07-04 10:22:17,2.004s,PASSED
"click(findTestObject(""Object Repository/Search/wel_ItemImg""))",Chrome 114.0.0.0,,,2023-07-04 10:22:17,2023-07-04 10:22:18,1.173s,PASSED
delay(4),Chrome 114.0.0.0,,,2023-07-04 10:22:18,2023-07-04 10:22:22,4.003s,PASSED
switchToWindowIndex(1),Chrome 114.0.0.0,,,2023-07-04 10:22:22,2023-07-04 10:22:23,1.071s,PASSED
delay(4),Chrome 114.0.0.0,,,2023-07-04 10:22:23,2023-07-04 10:22:27,4.005s,PASSED
"click(findTestObject(""Object Repository/Search/btn_AddCart""))",Chrome 114.0.0.0,,,2023-07-04 10:22:27,2023-07-04 10:22:29,1.980s,PASSED
takeScreenshotAsCheckpoint(testl),Chrome 114.0.0.0,,,2023-07-04 10:22:29,2023-07-04 10:22:31,1.920s,PASSED
,,,,,,,
Test Cases/Shopping/TC_CheckOut,Chrome 114.0.0.0,,,2023-07-04 10:22:31,2023-07-04 10:22:41,9.733s,PASSED
delay(4),Chrome 114.0.0.0,,,2023-07-04 10:22:32,2023-07-04 10:22:36,4.005s,PASSED
"click(findTestObject(""Object Repository/pge_CheckOut/btn_CheckOut""))",Chrome 114.0.0.0,,,2023-07-04 10:22:36,2023-07-04 10:22:41,5.264s,PASSED
,,,,,,,
Test Cases/Shopping/TC_SelectDelivery,Chrome 114.0.0.0,,,2023-07-04 10:22:41,2023-07-04 10:22:48,7.439s,PASSED
delay(4),Chrome 114.0.0.0,,,2023-07-04 10:22:41,2023-07-04 10:22:45,4.004s,PASSED
"click(findTestObject(""Object Repository/pge_Delivery/rdb_DeliveryAddress""))",Chrome 114.0.0.0,,,2023-07-04 10:22:45,2023-07-04 10:22:46,0.483s,PASSED
delay(2),Chrome 114.0.0.0,,,2023-07-04 10:22:46,2023-07-04 10:22:48,2.007s,PASSED
"click(findTestObject(""Object Repository/pge_Delivery/btn_UseAddress""))",Chrome 114.0.0.0,,,2023-07-04 10:22:48,2023-07-04 10:22:48,0.475s,PASSED
